drug_a,drug_b,cell_line,synergy
Vorinostat,AZD8055,ZR-75-1,0
Lapatinib,Sapitinib,MDA-MB-175-VII,0
AZD8055,AZD4547,SW1417,0
OSI-027,Palbociclib,PA-TU-8902,0
Navitoclax,Wee1 Inhibitor,CAL-51,0
Erlotinib,Lapatinib,PSN1,0
Palbociclib,LGK974,SW1116,0
AZD7762,Taselisib,JIMT-1,0
Lapatinib,AZD7762,CAPAN-2,0
AZD7762,Sorafenib,YAPC,0
Navitoclax,Afatinib,HDQ-P1,1
Olaparib,AZD7762,HCC202,0
Paclitaxel,OSI-027,HuP-T4,0
Bortezomib,AZD7762,MDA-MB-157,0
Bortezomib,KU-55933,CAL-85-1,0
Sapitinib,Dabrafenib,SNU-1040,0
LGK974,Dactolisib,PA-TU-8988T,0
Docetaxel,Temozolomide,HCC2157,0
Bortezomib,AZD8055,CAMA-1,0
MK-1775,Palbociclib,KP-2,0
Crizotinib,MK-1775,HCC1428,0
Taselisib,RO-3306,MDA-MB-175-VII,0
Trametinib,Paclitaxel,Hs-578-T,0
BMS-754807,LGK974,RKO,0
Taselisib,SB505124,COLO-320-HSR,0
AZD7762,Irinotecan,HPAC,1
Olaparib,Taselisib,CAPAN-2,0
Bortezomib,Docetaxel,MDA-MB-157,0
PD173074,AZD6482,HDQ-P1,0
Bortezomib,Camptothecin,HCC1937,0
Taselisib,Dasatinib,PANC-03-27,1
Vorinostat,Nilotinib,MDA-MB-231,0
OSI-027,Alisertib,HCC70,1
Vorinostat,Taselisib,CAL-120,0
Dactolisib,Erlotinib,CFPAC-1,0
Trametinib,Dabrafenib,HT-29,0
Trametinib,Taselisib,KP-2,0
MK-1775,OSI-027,PANC-08-13,0
Trametinib,Alpelisib,MDA-MB-436,0
Dasatinib,Trametinib,KP-3,1
LGK974,Lapatinib,PANC-04-03,0
Paclitaxel,MK-1775,HPAC,0
Taselisib,Irinotecan,PA-TU-8988T,0
Sapitinib,PF-4708671,HCC1954,0
Olaparib,AZD7762,HCC1937,0
Navitoclax,Uprosertib,BT-20,0
AZD7762,Nilotinib,CAL-85-1,0
Trametinib,Sorafenib,MRK-nu-1,0
MK-1775,BMS-754807,CaR-1,0
AZD7762,Tozasertib,HCC2157,0
PD173074,Pictilisib,HCC1806,0
Vorinostat,MK-1775,BT-549,0
OSI-027,Venetoclax,ZR-75-30,0
AZD7762,RO-3306,MDA-MB-468,0
Lapatinib,Afatinib,CAL-148,0
AZD8055,Taselisib,DiFi,0
Docetaxel,PF-4708671,COLO-824,0
Olaparib,Navitoclax,HCC1937,0
Camptothecin,SB216763,SNU-C2B,0
PD173074,Crizotinib,EFM-19,0
Sapitinib,AZD7762,HCC1569,0
Lapatinib,ZM447439,HCC1937,0
Galunisertib,AZD7762,KP-3,0
Docetaxel,ZM447439,AU565,0
Crizotinib,Pictilisib,MRK-nu-1,1
AZD4547,Trametinib,SW948,0
Crizotinib,LGK974,RCM-1,0
AZD7762,Temozolomide,MDA-MB-361,0
Dabrafenib,Palbociclib,CCK-81,0
Sapitinib,Olaparib,MDA-MB-231,0
Olaparib,Uprosertib,HCC2218,0
BMS-754807,SB505124,T84,0
Lapatinib,Navitoclax,MDA-MB-415,0
Lapatinib,RO-3306,MDA-MB-175-VII,0
Vorinostat,ZM447439,OCUB-M,0
Dasatinib,AZD7762,SW1990,0
MK-1775,LGK974,SW1116,0
Taselisib,Olaparib,HPAC,0
Navitoclax,OSI-027,T47D,0
OSI-027,Alpelisib,HCC38,0
Lapatinib,Wee1 Inhibitor,HCC70,0
OSI-027,AZD7762,SW1990,0
Taselisib,ZM447439,EVSA-T,0
Olaparib,Navitoclax,RKO,0
Taselisib,Venetoclax,HCC2157,0
Navitoclax,PD173074,HCC1395,0
MK-1775,Ribociclib,MDA-MB-468,0
Camptothecin,Crizotinib,COLO-678,0
PD173074,Vorinostat,MDA-MB-330,0
Docetaxel,NU7441,OCUB-M,0
Taselisib,Navitoclax,HuP-T4,0
Taselisib,Lapatinib,AsPC-1,0
OSI-027,Tozasertib,HCC2157,0
Palbociclib,Sapitinib,CCK-81,0
AZD8055,LGK974,SNU-C1,0
Olaparib,Tozasertib,MDA-MB-453,0
Lapatinib,Navitoclax,CFPAC-1,1
Dabrafenib,Crizotinib,COLO-678,0
MK-1775,AZD6482,CAMA-1,0
Palbociclib,Doramapimod,HCC38,0
AZD7762,Crizotinib,MDA-MB-436,0
Temozolomide,Wee1 Inhibitor,MFM-223,0
Lapatinib,Paclitaxel,HCC1954,0
Navitoclax,Camptothecin,HCC70,0
Sapitinib,Doramapimod,ZR-75-1,0
Navitoclax,OSI-027,MFM-223,1
Pictilisib,OSI-027,HCC2157,0
Vorinostat,Nilotinib,HCC2218,1
Pictilisib,JQ1,HCC1419,0
Sapitinib,AZD4547,SNU-175,0
Crizotinib,Nilotinib,MDA-MB-361,0
AZD8055,BMS-754807,LoVo,0
Navitoclax,Palbociclib,HCC1187,0
Paclitaxel,Sorafenib,DAN-G,0
Lapatinib,Navitoclax,CAL-85-1,0
Palbociclib,AZD4547,HT-29,0
AZD7762,Erlotinib,MZ1-PC,0
Trametinib,Lapatinib,EFM-19,0
Vorinostat,Alpelisib,BT-20,0
Docetaxel,Lapatinib,UACC-812,0
Docetaxel,Pictilisib,HCC1428,0
OSI-027,AZD7762,HuP-T4,0
OSI-027,Lapatinib,BT-549,0
Crizotinib,BI-2536,JIMT-1,0
SB216763,AZD4547,CL-11,0
AZD7762,Lapatinib,CAPAN-2,0
Docetaxel,Pictilisib,HCC1187,0
OSI-027,Bortezomib,EVSA-T,0
Sapitinib,Olaparib,MDST8,0
Vorinostat,Temozolomide,T47D,0
Vorinostat,Alisertib,JIMT-1,0
Palbociclib,ZM447439,DU-4475,0
Lapatinib,PF-4708671,MDA-MB-453,0
AZD7762,Sapitinib,BT-20,0
AZD7762,Trametinib,SW48,0
Dabrafenib,Palbociclib,SW837,0
Vorinostat,Nilotinib,MDA-MB-453,0
Taselisib,Camptothecin,COLO-824,0
Crizotinib,Pictilisib,BT-549,0
Taselisib,Olaparib,HT55,0
OSI-027,Olaparib,MDA-MB-436,0
Erlotinib,Taselisib,KP-2,0
Olaparib,Temozolomide,Hs-578-T,0
OSI-027,Crizotinib,MDA-MB-453,0
Olaparib,Trametinib,HPAC,0
Docetaxel,Nilotinib,BT-549,0
Crizotinib,RO-3306,MDA-MB-453,0
PD173074,Alpelisib,CAL-148,0
Navitoclax,Afatinib,MDA-MB-415,1
OSI-027,PD173074,EFM-19,0
OSI-027,AZD6482,MDA-MB-157,0
AZD7762,PF-4708671,CAMA-1,0
Temozolomide,Camptothecin,ZR-75-30,0
Taselisib,Dabrafenib,HT-29,0
Docetaxel,Taselisib,ZR-75-30,0
AZD7762,Lapatinib,KP-4,0
Lapatinib,SB216763,CAL-148,0
AZD8055,Sapitinib,C2BBe1,0
MK-1775,NU7441,HCC2218,0
OSI-027,Docetaxel,BT-20,0
PD173074,AZD8055,HCC1428,0
Afatinib,Taselisib,LS-180,0
Docetaxel,Crizotinib,ZR-75-1,0
Taselisib,Galunisertib,KP-4,0
Dasatinib,Olaparib,DAN-G,0
SB216763,Palbociclib,CW-2,0
Crizotinib,ZM447439,MDA-MB-361,0
Bortezomib,Alpelisib,MDA-MB-436,0
Palbociclib,Docetaxel,COLO-824,0
Vorinostat,SB216763,BT-20,0
Sapitinib,Afatinib,MDA-MB-157,0
LGK974,Taselisib,COLO-205,0
Navitoclax,SB216763,MCF7,0
Bortezomib,Dabrafenib,HCC1569,0
Palbociclib,Temozolomide,HCC1143,0
AZD8055,Sapitinib,NCI-H716,0
Olaparib,LGK974,YAPC,0
Bortezomib,Navitoclax,HCC2218,0
Palbociclib,BMS-754807,NCI-H747,0
Crizotinib,Alisertib,ZR-75-30,0
Trametinib,Nilotinib,HCC1500,0
Palbociclib,Taselisib,HCC1419,0
Temozolomide,Bortezomib,BT-474,0
BMS-754807,MK-1775,SW1116,0
Olaparib,Camptothecin,LS-411N,0
PD173074,KU-55933,CAL-120,0
PD173074,PF-4708671,CAL-148,0
Taselisib,Vorinostat,HCC1599,0
Docetaxel,NU7441,HCC1500,0
OSI-027,AZD7762,HCC1428,0
AZD4547,Navitoclax,SNU-C1,0
Olaparib,Trametinib,LS-513,0
MK-1775,Nilotinib,MDA-MB-231,0
Olaparib,Alisertib,HDQ-P1,0
MK-1775,Irinotecan,HuP-T4,0
Taselisib,Pictilisib,HCC1937,0
Temozolomide,Pictilisib,HCC1806,0
Palbociclib,SB216763,HT-115,0
Trametinib,ZM447439,MFM-223,0
OSI-027,Sapitinib,MDA-MB-468,1
Vorinostat,SB216763,T47D,0
PD173074,Taselisib,AU565,0
PD173074,AZD6482,HCC2157,0
AZD8055,Crizotinib,HCT-15,0
Taselisib,Venetoclax,BT-20,0
AZD7762,OSI-027,PSN1,0
Pictilisib,Bortezomib,BT-474,0
PD173074,Navitoclax,HCC1419,0
AZD7762,KU-55933,HCC1569,0
Taselisib,Docetaxel,MCF7,0
Bortezomib,Paclitaxel,BT-474,0
Crizotinib,Navitoclax,CAL-85-1,0
OSI-027,JQ1,MDA-MB-436,0
Docetaxel,Sapitinib,CAL-120,0
Palbociclib,AZD7762,CFPAC-1,0
Docetaxel,Ribociclib,HCC1954,0
Sapitinib,AZD8055,SW1116,0
Navitoclax,Bortezomib,MDA-MB-175-VII,0
Sapitinib,Afatinib,DU-4475,0
Taselisib,LGK974,SW620,0
Taselisib,Venetoclax,MDA-MB-361,0
Palbociclib,Irinotecan,HuP-T3,0
Vorinostat,PF-4708671,JIMT-1,0
Vorinostat,Paclitaxel,HCC1143,0
Camptothecin,Navitoclax,SK-CO-1,1
LGK974,Afatinib,SNU-407,0
AZD4547,Olaparib,MDST8,0
MK-1775,SB216763,CAL-120,0
MK-1775,Navitoclax,NCI-H716,0
AZD4547,Taselisib,HT-115,1
Temozolomide,Doramapimod,JIMT-1,0
Taselisib,LGK974,HuP-T4,0
OSI-027,Docetaxel,ZR-75-1,0
Vorinostat,Taselisib,ZR-75-1,0
Taselisib,OSI-027,T47D,0
OSI-027,Paclitaxel,AsPC-1,0
Olaparib,JQ1,CAL-120,0
AZD4547,Dabrafenib,HCT-15,0
BMS-754807,Trametinib,HCC2998,0
SB216763,LGK974,CL-11,0
Palbociclib,Afatinib,BT-483,0
Docetaxel,Bortezomib,Hs-578-T,0
Crizotinib,AZD6482,CAL-51,0
Crizotinib,Navitoclax,LS-123,0
Vorinostat,PF-4708671,OCUB-M,0
AZD7762,Palbociclib,SW837,0
Navitoclax,Irinotecan,HPAC,0
Palbociclib,KU-55933,MDA-MB-157,0
Afatinib,AZD7762,SW837,0
Lapatinib,Doramapimod,MFM-223,0
Dabrafenib,Navitoclax,SNU-81,0
Olaparib,Alisertib,CAL-148,0
AZD7762,Olaparib,SUIT-2,0
Bortezomib,Afatinib,HCC2157,0
MK-1775,Alisertib,HCC1187,0
Sapitinib,AZD4547,SNU-407,0
Taselisib,Sapitinib,SNU-C1,0
Sorafenib,Dasatinib,CAPAN-2,0
AZD4547,LGK974,CaR-1,0
PD173074,Dabrafenib,MDA-MB-436,0
Temozolomide,Tozasertib,HCC1500,0
Trametinib,AZD8055,MRK-nu-1,0
Trametinib,AZD8055,HCC70,0
Taselisib,BMS-754807,LS-411N,1
Taselisib,RO-3306,CAL-120,0
Vorinostat,SB216763,BT-483,0
Crizotinib,Olaparib,MDA-MB-415,0
Sapitinib,Navitoclax,LS-123,0
Olaparib,Sapitinib,CAL-85-1,0
Pictilisib,Alpelisib,MRK-nu-1,0
Crizotinib,Dabrafenib,DU-4475,0
Temozolomide,Dabrafenib,MRK-nu-1,0
AZD7762,Ribociclib,UACC-893,0
Docetaxel,Dabrafenib,CAL-148,0
Pictilisib,Camptothecin,HDQ-P1,0
MK-1775,Navitoclax,SNU-C1,0
Taselisib,Olaparib,BxPC-3,0
Pictilisib,RO-3306,MDA-MB-361,0
SB216763,Navitoclax,MDST8,0
Dabrafenib,Palbociclib,GP5d,0
Dabrafenib,LGK974,LS-513,0
Temozolomide,Paclitaxel,Hs-578-T,0
Sapitinib,MK-1775,MDA-MB-157,0
PD173074,Afatinib,EVSA-T,0
Dactolisib,Erlotinib,SW1990,1
Sorafenib,AZD7762,KP-2,0
Taselisib,SB216763,CW-2,0
Sapitinib,AZD7762,COLO-824,0
Crizotinib,Paclitaxel,COLO-824,0
Vorinostat,Paclitaxel,MFM-223,1
Temozolomide,JQ1,CAL-120,0
Afatinib,Crizotinib,LS-513,0
Docetaxel,Alpelisib,BT-474,0
Olaparib,Trametinib,KM12,0
AZD7762,BMS-754807,HT-115,0
OSI-027,Taselisib,PANC-08-13,0
Vorinostat,MK-1775,CAL-85-1,0
OSI-027,MK-1775,CAL-148,0
Trametinib,Taselisib,SNU-81,0
Trametinib,Olaparib,CAMA-1,0
Erlotinib,Trametinib,MZ1-PC,0
AZD7762,AZD8055,SW837,0
Navitoclax,Crizotinib,ZR-75-1,0
Taselisib,Paclitaxel,PA-TU-8988T,0
BMS-754807,Palbociclib,HCT-15,0
Palbociclib,AZD6482,CAMA-1,0
AZD4547,Camptothecin,RCM-1,0
Olaparib,Navitoclax,DAN-G,0
BMS-754807,AZD7762,RCM-1,0
Dabrafenib,BMS-754807,HT55,0
Navitoclax,SB216763,SNU-407,0
Dabrafenib,SB216763,HCT-116,0
Dabrafenib,Navitoclax,KM12,0
Irinotecan,Sorafenib,MZ1-PC,0
Dasatinib,Galunisertib,PANC-10-05,0
Pictilisib,Alpelisib,HCC1428,0
Temozolomide,Sapitinib,MDA-MB-175-VII,0
Sapitinib,AZD7762,BT-20,0
OSI-027,KU-55933,BT-474,0
Trametinib,Erlotinib,KP-4,0
Taselisib,PF-4708671,MDA-MB-453,0
Vorinostat,OSI-027,ZR-75-30,0
Vorinostat,Taselisib,CAL-51,0
Sapitinib,Doramapimod,EFM-192A,0
OSI-027,Palbociclib,DU-4475,0
Trametinib,Erlotinib,SUIT-2,0
OSI-027,Navitoclax,PANC-08-13,0
PD173074,Ribociclib,MDA-MB-415,0
SB505124,Afatinib,SNU-407,0
OSI-027,BI-2536,HCC1954,0
Sapitinib,Alisertib,HCC1395,0
Paclitaxel,Taselisib,PANC-10-05,0
Crizotinib,Bortezomib,COLO-824,0
LGK974,OSI-027,CAPAN-2,0
Dactolisib,Galunisertib,Hs-766T,0
AZD7762,Bortezomib,MDA-MB-157,0
Paclitaxel,MK-1775,PSN1,0
BMS-754807,Olaparib,LS-513,0
Lapatinib,Crizotinib,PSN1,1
Olaparib,LGK974,LS-180,0
AZD7762,Palbociclib,PANC-02-03,0
Paclitaxel,Olaparib,KP-3,0
Pictilisib,Ribociclib,HCC2157,0
LGK974,Crizotinib,DiFi,0
Trametinib,Navitoclax,MDA-MB-415,0
OSI-027,Sapitinib,HCC1599,0
Galunisertib,Navitoclax,PA-TU-8988T,0
Crizotinib,MK-1775,PA-TU-8902,0
Galunisertib,Dasatinib,DAN-G,0
Lapatinib,ZM447439,Hs-578-T,0
OSI-027,JQ1,BT-474,0
LGK974,AZD7762,MDST8,0
LGK974,MK-1775,SW948,0
MK-1775,Dabrafenib,MFM-223,0
Trametinib,MK-1775,HCC1569,0
MK-1775,LGK974,PANC-03-27,0
SB505124,SB216763,LS-513,0
Taselisib,MK-1775,PANC-02-03,0
Sapitinib,Trametinib,MDA-MB-157,0
AZD7762,SB216763,ZR-75-1,0
Trametinib,AZD8055,UACC-893,0
Trametinib,KU-55933,UACC-893,0
Sapitinib,Afatinib,BT-474,0
Crizotinib,Trametinib,HCC1806,0
Navitoclax,BMS-754807,SNU-C5,0
Crizotinib,SB216763,MDA-MB-468,0
Lapatinib,Vorinostat,UACC-893,0
Olaparib,KU-55933,T47D,0
Docetaxel,Vorinostat,MFM-223,0
OSI-027,Doramapimod,CAL-148,0
Crizotinib,PD173074,MDA-MB-330,0
Bortezomib,Taselisib,HCC1569,0
OSI-027,Palbociclib,MDA-MB-157,0
Temozolomide,ZM447439,MDA-MB-415,0
Dabrafenib,Trametinib,RKO,0
Trametinib,BI-2536,EFM-19,0
LGK974,SB216763,COLO-205,0
Docetaxel,Doramapimod,MCF7,0
MK-1775,AZD8055,MDA-MB-436,0
PD173074,Ribociclib,BT-483,0
Docetaxel,MK-1775,BT-549,0
LGK974,AZD7762,CL-11,0
Taselisib,Ribociclib,HCC1569,0
PD173074,Paclitaxel,CAL-85-1,0
LGK974,Trametinib,SUIT-2,0
Navitoclax,PF-4708671,Hs-578-T,0
Temozolomide,Uprosertib,HCC1395,0
MK-1775,Crizotinib,CAMA-1,0
Dasatinib,LGK974,HPAC,0
Palbociclib,LGK974,PANC-03-27,0
Pictilisib,RO-3306,JIMT-1,0
Navitoclax,Lapatinib,PANC-02-03,1
Crizotinib,Afatinib,HT-29,0
OSI-027,Galunisertib,MZ1-PC,0
Docetaxel,PF-4708671,MDA-MB-415,0
LGK974,AZD4547,HT-115,0
Trametinib,Navitoclax,DU-4475,0
OSI-027,Dactolisib,YAPC,0
Temozolomide,Trametinib,MDA-MB-453,0
Olaparib,Lapatinib,AU565,0
PD173074,Nilotinib,MDA-MB-415,0
PD173074,Uprosertib,HCC2218,0
Palbociclib,Taselisib,KP-1N,0
Bortezomib,Navitoclax,MDA-MB-330,0
BMS-754807,Navitoclax,RKO,0
Crizotinib,Sapitinib,COLO-678,0
Bortezomib,Trametinib,HCC2157,0
OSI-027,Nilotinib,HCC1954,0
Pictilisib,Sorafenib,MDA-MB-330,0
Afatinib,SB216763,SNU-C5,0
Navitoclax,PD173074,CAL-51,0
Crizotinib,Sapitinib,CAL-85-1,1
MK-1775,Paclitaxel,PA-TU-8988T,0
Olaparib,Crizotinib,HCC1428,0
Bortezomib,Camptothecin,HCC2157,0
SB216763,Camptothecin,HCT-15,0
PD173074,Bortezomib,HCC1954,0
Trametinib,LGK974,SNU-407,0
Olaparib,LGK974,PANC-03-27,0
Crizotinib,Bortezomib,MCF7,0
Olaparib,Dabrafenib,RKO,0
SB216763,Trametinib,MDST8,0
PD173074,AZD8055,HCC1599,0
Trametinib,AZD7762,GP5d,0
Palbociclib,Doramapimod,BT-20,0
Vorinostat,Trametinib,EFM-192A,0
Trametinib,Navitoclax,HT55,0
Palbociclib,SB505124,SNU-175,0
Trametinib,BMS-754807,HT-29,0
Vorinostat,Alisertib,HCC2218,0
Taselisib,ZM447439,MDA-MB-468,0
Pictilisib,Wee1 Inhibitor,MRK-nu-1,0
Crizotinib,Doramapimod,BT-483,0
AZD7762,PF-4708671,BT-474,0
PD173074,Paclitaxel,HCC70,0
Taselisib,Sapitinib,Hs-578-T,0
SB505124,LGK974,COLO-320-HSR,0
Camptothecin,AZD4547,SNU-407,0
Sapitinib,LGK974,HCC2998,0
AZD7762,MK-1775,HCC38,0
Vorinostat,Pictilisib,CAMA-1,0
PD173074,OSI-027,MDA-MB-415,0
BMS-754807,Afatinib,COLO-678,0
SB216763,Crizotinib,HT55,0
PD173074,Taselisib,COLO-824,0
LGK974,Afatinib,LS-123,0
Afatinib,Trametinib,SW837,0
Irinotecan,Galunisertib,KP-4,0
Palbociclib,SB216763,BT-20,0
Olaparib,Palbociclib,PANC-10-05,0
Olaparib,Sapitinib,MCF7,0
Sapitinib,Ribociclib,MDA-MB-468,0
Taselisib,OSI-027,CAMA-1,0
PD173074,Bortezomib,HCC1599,0
Camptothecin,SB505124,SW837,0
Navitoclax,Paclitaxel,BT-474,0
Temozolomide,Sapitinib,Hs-578-T,0
Dabrafenib,Olaparib,COLO-320-HSR,0
SB505124,Olaparib,CL-11,0
Trametinib,AZD7762,SW620,0
AZD4547,AZD7762,LS-411N,0
Trametinib,Palbociclib,LS-513,0
Navitoclax,Wee1 Inhibitor,HCC1395,0
Pictilisib,SB216763,HCC70,0
Temozolomide,Alisertib,ZR-75-1,0
OSI-027,Bortezomib,UACC-893,0
Lapatinib,BI-2536,HCC1143,0
Sapitinib,Trametinib,HT55,0
PD173074,Sapitinib,HCC38,0
Olaparib,Sorafenib,BT-20,0
Temozolomide,Doramapimod,HCC1569,0
Dabrafenib,Camptothecin,SNU-C1,0
Vorinostat,Trametinib,MDA-MB-175-VII,1
MK-1775,Dactolisib,PSN1,0
Dasatinib,Erlotinib,MZ1-PC,0
Afatinib,AZD4547,SW620,0
Pictilisib,Nilotinib,HCC70,0
Navitoclax,Paclitaxel,HPAC,0
Taselisib,LGK974,SU8686,0
Pictilisib,Crizotinib,CAL-85-1,0
Trametinib,Olaparib,HCC1395,0
MK-1775,Sorafenib,ZR-75-1,0
AZD4547,Crizotinib,NCI-H716,0
Palbociclib,RO-3306,JIMT-1,0
Pictilisib,PF-4708671,HCC38,0
BMS-754807,Navitoclax,LS-513,1
Temozolomide,JQ1,HCC1806,0
Sapitinib,Olaparib,COLO-678,0
PD173074,Crizotinib,DU-4475,0
MK-1775,Afatinib,BT-483,0
Olaparib,Crizotinib,PANC-10-05,0
MK-1775,AZD7762,DiFi,0
AZD7762,Dabrafenib,CAL-148,0
Docetaxel,KU-55933,AU565,0
Bortezomib,Uprosertib,Hs-578-T,0
Trametinib,MK-1775,MDA-MB-468,0
Olaparib,Taselisib,KP-3,0
AZD4547,SB216763,SNU-C1,0
Lapatinib,Alpelisib,HCC1395,0
Lapatinib,Bortezomib,MCF7,0
Erlotinib,Paclitaxel,SU8686,0
Temozolomide,Crizotinib,HCC1500,0
Bortezomib,Sorafenib,MDA-MB-231,0
Temozolomide,Camptothecin,HCC38,0
SB505124,Camptothecin,DiFi,0
MK-1775,AZD8055,HCC1806,0
Crizotinib,Trametinib,Hs-578-T,0
LGK974,SB216763,HT55,0
LGK974,AZD8055,CaR-1,0
Temozolomide,Venetoclax,T47D,0
Olaparib,Navitoclax,BT-549,0
Sapitinib,Alpelisib,HCC1187,0
Pictilisib,Tozasertib,MRK-nu-1,0
Pictilisib,Sapitinib,ZR-75-1,1
OSI-027,AZD7762,MFM-223,0
Camptothecin,Olaparib,SW48,0
Lapatinib,Taselisib,HCC38,0
Camptothecin,Crizotinib,SW1463,0
Sapitinib,BMS-754807,DiFi,0
Olaparib,Afatinib,BT-20,0
MK-1775,Sapitinib,MDST8,0
Bortezomib,Dabrafenib,BT-549,0
AZD4547,MK-1775,SW620,0
Trametinib,PF-4708671,EVSA-T,0
Paclitaxel,Lapatinib,HPAC,0
Navitoclax,AZD8055,SNU-C5,0
Sapitinib,AZD7762,RKO,0
MK-1775,AZD8055,T84,0
Sorafenib,Dasatinib,PANC-03-27,0
Temozolomide,MK-1775,MFM-223,0
Camptothecin,Crizotinib,GP5d,0
Docetaxel,Vorinostat,HCC1500,0
MK-1775,KU-55933,HCC1187,0
Docetaxel,Ribociclib,DU-4475,0
Temozolomide,PD173074,CAL-148,0
Taselisib,JQ1,Hs-578-T,1
Pictilisib,Crizotinib,CAL-51,1
Lapatinib,KU-55933,BT-474,0
Sapitinib,Navitoclax,MDA-MB-231,0
Lapatinib,PF-4708671,HCC1395,0
Palbociclib,Taselisib,COLO-205,0
BMS-754807,AZD8055,LS-513,0
Navitoclax,MK-1775,MDA-MB-157,0
AZD8055,MK-1775,SNU-175,0
OSI-027,Temozolomide,HCC1187,0
Camptothecin,AZD4547,DiFi,0
OSI-027,Tozasertib,EVSA-T,0
Temozolomide,Docetaxel,ZR-75-30,0
Temozolomide,PD173074,HCC1937,0
MK-1775,BI-2536,MDA-MB-231,0
OSI-027,Erlotinib,HuP-T3,0
SB216763,Palbociclib,HT-29,0
SB505124,BMS-754807,SW837,0
Docetaxel,JQ1,HCC1187,0
Taselisib,Paclitaxel,HCC1419,0
Temozolomide,Alisertib,HCC1395,0
LGK974,Navitoclax,BxPC-3,0
LGK974,Sapitinib,HCT-15,0
Pictilisib,AZD7762,HCC1806,0
Navitoclax,Trametinib,CAL-51,0
Docetaxel,Bortezomib,EFM-19,0
Crizotinib,NU7441,HCC1569,0
Taselisib,LGK974,RCM-1,0
Navitoclax,Venetoclax,EFM-19,0
Pictilisib,AZD6482,DU-4475,0
MK-1775,Sapitinib,MDA-MB-453,0
Vorinostat,SB216763,HCC1806,0
Olaparib,MK-1775,CW-2,0
Sapitinib,Camptothecin,HT-115,0
MK-1775,Crizotinib,PANC-04-03,0
OSI-027,Lapatinib,HCC1954,0
AZD7762,Sorafenib,PANC-08-13,0
MK-1775,Afatinib,JIMT-1,0
Paclitaxel,Palbociclib,MZ1-PC,0
Temozolomide,Olaparib,OCUB-M,0
BMS-754807,MK-1775,COLO-678,0
Vorinostat,Dabrafenib,MDA-MB-436,0
Pictilisib,Afatinib,HCC1419,0
Docetaxel,PD173074,EFM-192A,0
MK-1775,Dabrafenib,HCC70,0
Temozolomide,Doramapimod,HDQ-P1,0
Taselisib,Alpelisib,AU565,0
Temozolomide,Docetaxel,HCC1419,0
LGK974,Palbociclib,HuP-T3,1
Sorafenib,Palbociclib,PANC-10-05,0
PD173074,Crizotinib,HCC1143,0
Crizotinib,NU7441,MDA-MB-436,0
Docetaxel,Venetoclax,ZR-75-30,0
Pictilisib,Dabrafenib,MRK-nu-1,0
Olaparib,SB216763,MDA-MB-175-VII,0
Pictilisib,Sorafenib,OCUB-M,0
SB505124,BMS-754807,SNU-175,0
Vorinostat,PD173074,HCC1187,0
Olaparib,LGK974,T84,0
AZD7762,LGK974,SW48,0
Crizotinib,ZM447439,HCC1937,0
Docetaxel,NU7441,HCC70,0
Sapitinib,AZD8055,SW620,0
Temozolomide,Docetaxel,OCUB-M,0
Palbociclib,Temozolomide,MCF7,0
Trametinib,Navitoclax,HCT-15,0
Sorafenib,Erlotinib,KP-3,0
Olaparib,Dabrafenib,CaR-1,0
Docetaxel,AZD8055,CAL-85-1,0
Pictilisib,Alisertib,HCC2157,0
MK-1775,Taselisib,HT-29,0
PD173074,Camptothecin,CAL-148,0
Trametinib,Alisertib,HCC38,0
Bortezomib,Alisertib,EFM-192A,0
Crizotinib,Taselisib,MFM-223,0
Sapitinib,Doramapimod,COLO-824,0
Olaparib,Nilotinib,CAL-85-1,0
Olaparib,Lapatinib,MDA-MB-436,0
Dabrafenib,BMS-754807,NCI-H508,0
Crizotinib,Palbociclib,CL-11,0
Crizotinib,Vorinostat,MDA-MB-453,0
MK-1775,Trametinib,HCC1937,0
Olaparib,Lapatinib,MDA-MB-361,0
OSI-027,Paclitaxel,BxPC-3,0
Olaparib,Taselisib,HCC2157,0
Sorafenib,Paclitaxel,PANC-10-05,0
Paclitaxel,Dasatinib,SUIT-2,0
MK-1775,PD173074,UACC-812,0
Lapatinib,PF-4708671,HCC1500,1
Crizotinib,AZD7762,PA-TU-8988T,0
Crizotinib,Lapatinib,MDA-MB-453,0
Navitoclax,KU-55933,BT-483,0
OSI-027,Wee1 Inhibitor,HCC38,0
Taselisib,Irinotecan,PL4,0
Pictilisib,AZD7762,AU565,0
Dabrafenib,LGK974,SW620,0
Palbociclib,AZD8055,Hs-578-T,0
Taselisib,AZD7762,SNU-C5,0
OSI-027,Uprosertib,HCC1569,0
Temozolomide,Alpelisib,HCC1937,0
Crizotinib,Afatinib,EVSA-T,0
PD173074,Ribociclib,HCC1500,0
Palbociclib,Afatinib,OCUB-M,0
OSI-027,Alisertib,HCC1500,1
Galunisertib,Dasatinib,PANC-10-05,0
Sapitinib,NU7441,HCC1599,0
Temozolomide,Uprosertib,HCC1419,0
PD173074,Crizotinib,COLO-824,0
Docetaxel,Vorinostat,HCC1187,0
OSI-027,MK-1775,BT-549,0
Crizotinib,Trametinib,SNU-81,0
MK-1775,AZD8055,SNU-81,0
AZD7762,AZD6482,JIMT-1,0
Lapatinib,Sorafenib,ZR-75-30,0
SB216763,Olaparib,SNU-81,0
Navitoclax,AZD7762,LS-123,0
Paclitaxel,Erlotinib,KP-4,0
SB216763,SB505124,CW-2,0
